pollution1(t-1),dew2(t-1),temp3(t-1),press4(t-1),wnd_dir5(t-1),wnd_spd6(t-1),snow7(t-1),rain8(t-1),pollution1(t)
0.06338028,0.47058827,0.21311474,0.636364,0.6666667,0.104656935,0.1851852,0.0,0.06539235
0.06539235,0.47058827,0.1967213,0.636364,0.6666667,0.111526966,0.22222222,0.0,0.05533199
0.05533199,0.47058827,0.1967213,0.61818314,0.6666667,0.11687602,0.25925925,0.0,0.06539235
0.06539235,0.47058827,0.1967213,0.6000004,0.6666667,0.12374606,0.2962963,0.0,0.083501
0.083501,0.45588237,0.18032786,0.6000004,0.6666667,0.13061608,0.33333334,0.0,0.09154929
0.09154929,0.44117647,0.18032786,0.6000004,0.6666667,0.13748613,0.3703704,0.0,0.086519115
0.086519115,0.44117647,0.16393442,0.6000004,0.6666667,0.14435616,0.4074074,0.0,0.08249497
0.08249497,0.44117647,0.16393442,0.6000004,0.6666667,0.15276426,0.44444445,0.0,0.086519115
0.086519115,0.4264706,0.16393442,0.5818176,0.6666667,0.15963429,0.4814815,0.0,0.07847082
0.07847082,0.4264706,0.16393442,0.5818176,0.6666667,0.16650432,0.5555556,0.0,0.098591544
0.098591544,0.4264706,0.16393442,0.5636368,0.6666667,0.17491244,0.5925926,0.0,0.10764587
0.10764587,0.4264706,0.16393442,0.545454,0.6666667,0.1802615,0.6296296,0.0,0.090543255
0.090543255,0.4264706,0.16393442,0.5272732,0.6666667,0.19019055,0.7037037,0.0,0.09657948
0.09657948,0.4264706,0.16393442,0.5272732,0.6666667,0.19859867,0.7407408,0.0,0.09557344
0.09557344,0.4264706,0.16393442,0.5272732,0.6666667,0.20700677,0.7777778,0.0,0.086519115
0.086519115,0.4264706,0.16393442,0.5272732,0.6666667,0.21235582,0.8148148,0.0,0.07042253
0.07042253,0.4264706,0.16393442,0.5272732,0.6666667,0.21770488,0.8518519,0.0,0.06136821
0.06136821,0.4264706,0.16393442,0.545454,1.0,0.00075194397,0.8888889,0.0,0.053319916
0.053319916,0.4264706,0.16393442,0.5636368,1.0,0.0022729216,0.9259259,0.0,0.07142857
0.07142857,0.44117647,0.16393442,0.5636368,0.33333334,0.006101,0.962963,0.0,0.072434604
0.072434604,0.4264706,0.14754099,0.5818176,0.33333334,0.011450056,1.0,0.0,0.07645875
0.07645875,0.4264706,0.16393442,0.5818176,0.33333334,0.01832009,0.0,0.0,0.07344064
0.07344064,0.41176474,0.13114753,0.5818176,0.33333334,0.023669146,0.0,0.0,0.079476856
0.079476856,0.38235295,0.114754096,0.5818176,0.33333334,0.02672819,0.0,0.0,0.058350097
0.058350097,0.35294122,0.16393442,0.5818176,0.33333334,0.03665727,0.0,0.0,0.025150904
0.025150904,0.33823532,0.14754099,0.6000004,0.33333334,0.050414428,0.0,0.0,0.026156941
0.026156941,0.32352942,0.13114753,0.6000004,0.33333334,0.067213535,0.0,0.0,0.028169014
0.028169014,0.30882356,0.13114753,0.61818314,0.33333334,0.08249167,0.0,0.0,0.026156941
0.026156941,0.29411766,0.114754096,0.636364,0.33333334,0.09471076,0.0,0.0,0.020120723
0.020120723,0.2794118,0.114754096,0.65454674,0.33333334,0.1099889,0.0,0.0,0.029175049
0.029175049,0.2794118,0.09836066,0.65454674,0.33333334,0.12526703,0.0,0.0,0.026156941
0.026156941,0.2647059,0.09836066,0.6727276,0.33333334,0.13748613,0.0,0.0,0.027162977
0.027162977,0.2647059,0.09836066,0.69091034,0.33333334,0.15428524,0.0,0.0,0.027162977
0.027162977,0.2647059,0.114754096,0.7090912,0.33333334,0.17108434,0.0,0.0,0.025150904
0.025150904,0.25000003,0.114754096,0.72727394,0.33333334,0.18484151,0.0,0.0,0.029175049
0.029175049,0.2794118,0.13114753,0.7090912,0.33333334,0.20011964,0.0,0.0,0.032193158
0.032193158,0.29411766,0.14754099,0.7090912,0.33333334,0.21691875,0.0,0.0,0.028169014
0.028169014,0.2794118,0.14754099,0.7090912,0.33333334,0.2321969,0.0,0.0,0.029175049
0.029175049,0.2794118,0.16393442,0.7090912,0.33333334,0.24747501,0.0,0.0,0.030181086
0.030181086,0.2794118,0.16393442,0.72727394,0.33333334,0.25969413,0.0,0.0,0.030181086
0.030181086,0.29411766,0.13114753,0.7454548,0.33333334,0.27191323,0.0,0.0,0.028169014
0.028169014,0.25000003,0.13114753,0.7454548,0.33333334,0.2818423,0.0,0.0,0.026156941
0.026156941,0.2794118,0.114754096,0.76363754,0.33333334,0.29177135,0.0,0.0,0.03118712
0.03118712,0.23529413,0.114754096,0.7818184,0.33333334,0.3070495,0.0,0.0,0.033199195
0.033199195,0.23529413,0.09836066,0.7818184,0.33333334,0.3192686,0.0,0.0,0.029175049
0.029175049,0.23529413,0.09836066,0.80000114,0.33333334,0.33302578,0.0,0.0,0.03118712
0.03118712,0.20588237,0.06557377,0.80000114,0.33333334,0.33837482,0.0,0.0,0.030181086
0.030181086,0.20588237,0.032786876,0.80000114,0.33333334,0.34372386,0.0,0.0,0.03420523
0.03420523,0.20588237,0.016393453,0.80000114,0.33333334,0.35059392,0.0,0.0,0.027162977
0.027162977,0.20588237,0.0,0.80000114,0.33333334,0.35594296,0.0,0.0,0.025150904
0.025150904,0.1911765,0.016393453,0.80000114,0.33333334,0.36435106,0.0,0.0,0.028169014
0.028169014,0.1911765,0.0,0.80000114,0.33333334,0.3727592,0.0,0.0,0.028169014
0.028169014,0.1911765,0.04918033,0.7818184,0.0,0.0076390677,0.0,0.0,0.027162977
0.027162977,0.20588237,0.04918033,0.80000114,0.0,0.012988124,0.0,0.0,0.027162977
0.027162977,0.1911765,0.04918033,0.7818184,0.0,0.022917202,0.0,0.0,0.027162977
0.027162977,0.20588237,0.04918033,0.80000114,0.0,0.031325303,0.0,0.0,0.029175049
0.029175049,0.20588237,0.06557377,0.80000114,0.0,0.041254383,0.0,0.0,0.036217302
0.036217302,0.22058827,0.081967205,0.80000114,0.0,0.049662482,0.0,0.0,0.030181086
0.030181086,0.22058827,0.09836066,0.80000114,0.0,0.058070585,0.0,0.0,0.027162977
0.027162977,0.22058827,0.114754096,0.7818184,0.0,0.066478685,0.0,0.0,0.03923541
0.03923541,0.23529413,0.13114753,0.7454548,0.0,0.06953773,0.0,0.0,0.041247483
0.041247483,0.2647059,0.13114753,0.7454548,1.0,0.00075194397,0.0,0.0,0.033199195
0.033199195,0.25000003,0.13114753,0.72727394,0.33333334,0.0022900114,0.0,0.0,0.05030181
0.05030181,0.23529413,0.13114753,0.72727394,0.33333334,0.0053490563,0.0,0.0,0.056338027
0.056338027,0.25000003,0.13114753,0.72727394,0.33333334,0.0084081,0.0,0.0,0.059356134
0.059356134,0.25000003,0.13114753,0.7454548,0.33333334,0.011467146,0.0,0.0,0.06036217
0.06036217,0.2647059,0.09836066,0.76363754,0.33333334,0.016816203,0.0,0.0,0.08450704
0.08450704,0.2647059,0.114754096,0.76363754,0.33333334,0.022165257,0.0,0.0,0.10663983
0.10663983,0.23529413,0.016393453,0.76363754,0.33333334,0.027514312,0.0,0.0,0.06639839
0.06639839,0.2647059,0.09836066,0.7818184,0.33333334,0.034384347,0.0,0.0,0.05030181
0.05030181,0.2647059,0.04918033,0.76363754,0.33333334,0.039733406,0.0,0.0,0.056338027
0.056338027,0.22058827,0.032786876,0.76363754,0.33333334,0.04508246,0.0,0.0,0.07746479
0.07746479,0.22058827,0.081967205,0.76363754,0.0,0.006101,0.0,0.0,0.05030181
0.05030181,0.20588237,0.081967205,0.7818184,0.0,0.012971033,0.0,0.0,0.04426559
0.04426559,0.20588237,0.081967205,0.76363754,0.0,0.022900114,0.0,0.0,0.027162977
0.027162977,0.20588237,0.081967205,0.76363754,0.0,0.029770147,0.0,0.0,0.028169014
0.028169014,0.20588237,0.081967205,0.76363754,0.0,0.039699227,0.0,0.0,0.02112676
0.02112676,0.20588237,0.081967205,0.76363754,0.0,0.048107326,0.0,0.0,0.025150904
0.025150904,0.20588237,0.06557377,0.7818184,0.0,0.05651543,0.0,0.0,0.020120723
0.020120723,0.20588237,0.081967205,0.7818184,0.0,0.06644451,0.0,0.0,0.029175049
0.029175049,0.22058827,0.09836066,0.80000114,0.0,0.07485261,0.0,0.0,0.03420523
0.03420523,0.22058827,0.114754096,0.80000114,0.0,0.08478169,0.0,0.0,0.04225352
0.04225352,0.23529413,0.13114753,0.80000114,0.0,0.09318978,0.0,0.0,0.028169014
0.028169014,0.23529413,0.14754099,0.7818184,0.0,0.10005982,0.0,0.0,0.036217302
0.036217302,0.2647059,0.14754099,0.76363754,0.33333334,0.006101,0.0,0.0,0.04828974
0.04828974,0.2647059,0.16393442,0.76363754,0.33333334,0.009160045,0.0,0.0,0.049295772
0.049295772,0.2647059,0.18032786,0.76363754,1.0,0.00075194397,0.0,0.0,0.052313883
0.052313883,0.2647059,0.18032786,0.76363754,0.33333334,0.0022900114,0.0,0.0,0.056338027
0.056338027,0.2794118,0.16393442,0.76363754,0.33333334,0.0053490563,0.0,0.0,0.09657948
0.09657948,0.2647059,0.16393442,0.76363754,0.33333334,0.0084081,0.0,0.0,0.075452715
0.075452715,0.2647059,0.081967205,0.7818184,1.0,0.00075194397,0.0,0.0,0.1056338
0.1056338,0.2647059,0.114754096,0.80000114,0.33333334,0.0022900114,0.0,0.0,0.13279678
0.13279678,0.2794118,0.081967205,0.7818184,0.33333334,0.0053490563,0.0,0.0,0.093561366
0.093561366,0.2647059,0.04918033,0.80000114,0.33333334,0.0084081,0.0,0.0,0.13179074
0.13179074,0.2794118,0.04918033,0.80000114,0.33333334,0.011467146,0.0,0.0,0.1277666
0.1277666,0.2794118,0.04918033,0.80000114,0.33333334,0.01452619,0.0,0.0,0.1307847
0.1307847,0.2794118,0.04918033,0.80000114,1.0,0.0,0.0,0.0,0.043259557
0.043259557,0.2647059,0.016393453,0.818182,1.0,0.0015209778,0.0,0.0,0.03722334
0.03722334,0.25000003,0.06557377,0.818182,0.33333334,0.006101,0.0,0.0,0.030181086
0.030181086,0.23529413,0.04918033,0.80000114,0.33333334,0.011450056,0.0,0.0,0.028169014
0.028169014,0.22058827,0.06557377,0.80000114,0.33333334,0.016799113,0.0,0.0,0.02414487
0.02414487,0.23529413,0.06557377,0.80000114,0.33333334,0.023669146,0.0,0.0,0.023138832
0.023138832,0.22058827,0.09836066,0.818182,0.0,0.0076390677,0.0,0.0,0.02414487
0.02414487,0.23529413,0.081967205,0.818182,0.33333334,0.006101,0.0,0.0,0.027162977
0.027162977,0.25000003,0.114754096,0.818182,0.33333334,0.0145091005,0.0,0.0,0.040241446
0.040241446,0.2647059,0.13114753,0.818182,0.33333334,0.021379136,0.0,0.0,0.04225352
0.04225352,0.29411766,0.14754099,0.818182,0.33333334,0.02672819,0.0,0.0,0.04225352
0.04225352,0.2794118,0.16393442,0.80000114,0.33333334,0.032077245,0.0,0.0,0.05533199
0.05533199,0.2794118,0.18032786,0.7818184,0.33333334,0.035136294,0.0,0.0,0.052313883
0.052313883,0.29411766,0.1967213,0.76363754,0.33333334,0.038195334,0.0,0.0,0.051307846
0.051307846,0.29411766,0.1967213,0.7454548,0.33333334,0.041254383,0.0,0.0,0.057344064
0.057344064,0.32352942,0.18032786,0.7454548,0.33333334,0.044313427,0.0,0.0,0.05030181
0.05030181,0.30882356,0.16393442,0.7454548,0.33333334,0.04737247,0.0,0.0,0.054325953
0.054325953,0.30882356,0.13114753,0.7454548,0.0,0.00075194397,0.0,0.0,0.06740443
0.06740443,0.32352942,0.13114753,0.76363754,0.33333334,0.0022900114,0.0,0.0,0.10663983
0.10663983,0.30882356,0.06557377,0.7454548,0.0,0.0022900114,0.0,0.0,0.15995975
0.15995975,0.30882356,0.081967205,0.7454548,1.0,0.0,0.0,0.0,0.19919516
0.19919516,0.2794118,0.081967205,0.7454548,1.0,0.0015209778,0.0,0.0,0.19114688
0.19114688,0.2794118,0.04918033,0.7454548,1.0,0.0030419554,0.0,0.0,0.2112676
0.2112676,0.2794118,0.032786876,0.72727394,0.33333334,0.0022900114,0.0,0.0,0.19617705
0.19617705,0.30882356,0.04918033,0.72727394,0.33333334,0.0053490563,0.0,0.0,0.27665994
0.27665994,0.29411766,0.04918033,0.72727394,0.0,0.00075194397,0.0,0.0,0.16498993
0.16498993,0.30882356,0.06557377,0.7090912,0.6666667,0.00075194397,0.0,0.0,0.11066398
0.11066398,0.32352942,0.06557377,0.7090912,1.0,0.0,0.0,0.0,0.10060362
0.10060362,0.32352942,0.06557377,0.69091034,1.0,0.0015209778,0.0,0.0,0.08148893
0.08148893,0.32352942,0.06557377,0.69091034,0.33333334,0.0022900114,0.0,0.0,0.07142857
0.07142857,0.35294122,0.09836066,0.69091034,0.0,0.00075194397,0.0,0.0,0.06639839
0.06639839,0.35294122,0.114754096,0.69091034,0.6666667,0.00075194397,0.0,0.0,0.09255533
0.09255533,0.35294122,0.114754096,0.7090912,0.6666667,0.0022729216,0.0,0.0,0.13581489
0.13581489,0.33823532,0.14754099,0.7090912,0.0,0.00075194397,0.0,0.0,0.15593562
0.15593562,0.35294122,0.14754099,0.69091034,1.0,0.00075194397,0.0,0.0,0.19919516
0.19919516,0.35294122,0.16393442,0.6727276,0.6666667,0.004580023,0.0,0.0,0.25150904
0.25150904,0.36764708,0.18032786,0.636364,0.6666667,0.0076390677,0.0,0.0,0.20120724
0.20120724,0.35294122,0.18032786,0.636364,1.0,0.00075194397,0.0,0.0,0.23239435
0.23239435,0.35294122,0.18032786,0.61818314,1.0,0.0022729216,0.0,0.0,0.25150904
0.25150904,0.35294122,0.18032786,0.61818314,1.0,0.0037938994,0.0,0.0,0.21327966
0.21327966,0.33823532,0.18032786,0.61818314,0.6666667,0.00075194397,0.0,0.0,0.22032192
0.22032192,0.33823532,0.16393442,0.636364,1.0,0.0,0.0,0.0,0.22837022
0.22837022,0.33823532,0.13114753,0.636364,1.0,0.0015209778,0.0,0.0,0.22736418
0.22736418,0.33823532,0.114754096,0.636364,1.0,0.0022900114,0.0,0.0,0.22635815
0.22635815,0.32352942,0.081967205,0.65454674,0.33333334,0.0022900114,0.0,0.0,0.16901408
0.16901408,0.35294122,0.16393442,0.65454674,0.33333334,0.0076390677,0.0,0.0,0.17002012
0.17002012,0.35294122,0.13114753,0.65454674,0.33333334,0.010698112,0.0,0.0,0.16599597
0.16599597,0.33823532,0.09836066,0.65454674,1.0,0.00075194397,0.0,0.0,0.15995975
0.15995975,0.33823532,0.09836066,0.65454674,0.33333334,0.004580023,0.0,0.0,0.16800804
0.16800804,0.33823532,0.081967205,0.65454674,0.33333334,0.0076390677,0.0,0.0,0.19718309
0.19718309,0.33823532,0.06557377,0.65454674,0.33333334,0.012988124,0.0,0.0,0.17002012
0.17002012,0.33823532,0.09836066,0.65454674,0.33333334,0.016047169,0.0,0.0,0.15593562
0.15593562,0.30882356,0.04918033,0.65454674,0.33333334,0.022917202,0.0,0.0,0.119718306
0.119718306,0.32352942,0.06557377,0.65454674,0.33333334,0.029787235,0.0,0.0,0.10663983
0.10663983,0.30882356,0.06557377,0.65454674,0.33333334,0.03665727,0.0,0.0,0.093561366
0.093561366,0.32352942,0.081967205,0.6727276,0.33333334,0.043527305,0.0,0.0,0.08450704
0.08450704,0.32352942,0.16393442,0.69091034,0.0,0.009160045,0.0,0.0,0.07344064
0.07344064,0.33823532,0.1967213,0.69091034,0.0,0.019089123,0.0,0.0,0.06639839
0.06639839,0.33823532,0.21311474,0.7090912,0.0,0.029018203,0.0,0.0,0.040241446
0.040241446,0.35294122,0.21311474,0.69091034,0.0,0.03894728,0.0,0.0,0.049295772
0.049295772,0.35294122,0.22950819,0.69091034,0.0,0.047355384,0.0,0.0,0.05030181
0.05030181,0.36764708,0.24590163,0.69091034,0.0,0.055763487,0.0,0.0,0.049295772
0.049295772,0.38235295,0.24590163,0.6727276,0.0,0.062633514,0.0,0.0,0.041247483
0.041247483,0.36764708,0.24590163,0.69091034,0.0,0.06569256,0.0,0.0,0.03722334
0.03722334,0.36764708,0.24590163,0.7090912,0.33333334,0.0022900114,0.0,0.0,0.045271628
0.045271628,0.36764708,0.1967213,0.7090912,0.0,0.004580023,0.0,0.0,0.04426559
0.04426559,0.36764708,0.21311474,0.72727394,0.33333334,0.004580023,0.0,0.0,0.054325953
0.054325953,0.36764708,0.1967213,0.7454548,0.33333334,0.0076390677,0.0,0.0,0.05030181
0.05030181,0.36764708,0.21311474,0.7454548,0.0,0.004580023,0.0,0.0,0.0472837
0.0472837,0.36764708,0.18032786,0.76363754,1.0,0.0,0.0,0.0,0.06639839
0.06639839,0.36764708,0.18032786,0.76363754,1.0,0.0007690336,0.0,0.0,0.075452715
0.075452715,0.36764708,0.13114753,0.76363754,0.33333334,0.00075194397,0.0,0.0,0.08249497
0.08249497,0.33823532,0.09836066,0.76363754,0.33333334,0.0022729216,0.0,0.0,0.06639839
0.06639839,0.33823532,0.114754096,0.76363754,0.33333334,0.007621978,0.0,0.0,0.083501
0.083501,0.33823532,0.09836066,0.76363754,0.33333334,0.012971033,0.0,0.0,0.06237424
0.06237424,0.30882356,0.081967205,0.7454548,0.33333334,0.016030079,0.0,0.0,0.040241446
0.040241446,0.32352942,0.09836066,0.7454548,0.33333334,0.021379136,0.0,0.0,0.023138832
0.023138832,0.30882356,0.09836066,0.7454548,0.33333334,0.02672819,0.0,0.0,0.025150904
0.025150904,0.30882356,0.081967205,0.76363754,0.33333334,0.032077245,0.0,0.0,0.027162977
0.027162977,0.30882356,0.081967205,0.7818184,0.33333334,0.037426304,0.0,0.0,0.035211265
0.035211265,0.33823532,0.114754096,0.76363754,0.33333334,0.04048535,0.0,0.0,0.05030181
0.05030181,0.35294122,0.1967213,0.76363754,0.0,0.006101,0.0,0.0,0.07042253
0.07042253,0.36764708,0.1967213,0.76363754,0.33333334,0.004580023,0.0,0.0,0.075452715
0.075452715,0.36764708,0.1967213,0.7454548,0.33333334,0.009929079,0.0,0.0,0.058350097
0.058350097,0.38235295,0.21311474,0.72727394,0.33333334,0.0152781345,0.0,0.0,0.07042253
0.07042253,0.38235295,0.21311474,0.72727394,0.33333334,0.020627191,0.0,0.0,0.06841046
0.06841046,0.39705884,0.22950819,0.7090912,0.33333334,0.023686236,0.0,0.0,0.07142857
0.07142857,0.38235295,0.22950819,0.72727394,0.33333334,0.026745282,0.0,0.0,0.08853118
0.08853118,0.38235295,0.21311474,0.72727394,0.33333334,0.032094337,0.0,0.0,0.08450704
0.08450704,0.39705884,0.1967213,0.7454548,0.33333334,0.038964372,0.0,0.0,0.083501
0.083501,0.36764708,0.21311474,0.7454548,0.33333334,0.045834407,0.0,0.0,0.06639839
0.06639839,0.36764708,0.21311474,0.76363754,0.33333334,0.051183462,0.0,0.0,0.027162977
0.027162977,0.36764708,0.24590163,0.7818184,0.33333334,0.05959156,0.0,0.0,0.02414487
0.02414487,0.35294122,0.24590163,0.7818184,0.33333334,0.07486969,0.0,0.0,0.022132795
0.022132795,0.33823532,0.22950819,0.80000114,0.33333334,0.088626854,0.0,0.0,0.023138832
0.023138832,0.33823532,0.21311474,0.80000114,0.33333334,0.102384016,0.0,0.0,0.027162977
0.027162977,0.33823532,0.18032786,0.80000114,1.0,0.00075194397,0.0,0.0,0.023138832
0.023138832,0.30882356,0.13114753,0.818182,0.33333334,0.006101,0.0,0.0,0.017102616
0.017102616,0.29411766,0.13114753,0.818182,0.33333334,0.0145091005,0.0,0.0,0.017102616
0.017102616,0.2794118,0.13114753,0.80000114,0.0,0.006101,0.0,0.0,0.016096579
0.016096579,0.2647059,0.114754096,0.80000114,0.33333334,0.004580023,0.0,0.0,0.016096579
0.016096579,0.2647059,0.114754096,0.80000114,0.0,0.0076390677,0.0,0.0,0.020120723
0.020120723,0.2647059,0.09836066,0.818182,0.33333334,0.009160045,0.0,0.0,0.020120723
0.020120723,0.2647059,0.16393442,0.818182,0.33333334,0.022917202,0.0,0.0,0.018108651
0.018108651,0.2647059,0.14754099,0.818182,0.33333334,0.036674358,0.0,0.0,0.025150904
0.025150904,0.2647059,0.16393442,0.818182,0.33333334,0.048893448,0.0,0.0,0.026156941
0.026156941,0.2794118,0.16393442,0.818182,0.33333334,0.055763487,0.0,0.0,0.027162977
0.027162977,0.29411766,0.21311474,0.80000114,0.33333334,0.07104162,0.0,0.0,0.028169014
0.028169014,0.30882356,0.22950819,0.7818184,0.33333334,0.08631975,0.0,0.0,0.015090543
0.015090543,0.30882356,0.22950819,0.76363754,0.33333334,0.10007691,0.0,0.0,0.02414487
0.02414487,0.29411766,0.22950819,0.76363754,0.33333334,0.11229601,0.0,0.0,0.013078471
0.013078471,0.29411766,0.22950819,0.7454548,0.33333334,0.12222508,0.0,0.0,0.013078471
0.013078471,0.29411766,0.22950819,0.76363754,0.33333334,0.13063318,0.0,0.0,0.013078471
0.013078471,0.29411766,0.1967213,0.76363754,0.33333334,0.13904127,0.0,0.0,0.017102616
0.017102616,0.2647059,0.1967213,0.76363754,0.33333334,0.14591132,0.0,0.0,0.020120723
0.020120723,0.2647059,0.18032786,0.76363754,0.33333334,0.15278135,0.0,0.0,0.027162977
0.027162977,0.25000003,0.14754099,0.76363754,0.33333334,0.1558404,0.0,0.0,0.020120723
0.020120723,0.25000003,0.09836066,0.76363754,0.33333334,0.15889944,0.0,0.0,0.015090543
0.015090543,0.2647059,0.114754096,0.7454548,1.0,0.00075194397,0.0,0.0,0.02112676
0.02112676,0.2647059,0.06557377,0.72727394,1.0,0.0022729216,0.0,0.0,0.02112676
0.02112676,0.2647059,0.081967205,0.72727394,0.0,0.0022900114,0.0,0.0,0.03722334
0.03722334,0.2647059,0.081967205,0.72727394,0.33333334,0.00075194397,0.0,0.0,0.026156941
0.026156941,0.23529413,0.016393453,0.7090912,0.0,0.0022900114,0.0,0.0,0.015090543
0.015090543,0.23529413,0.09836066,0.7090912,0.0,0.0053490563,0.0,0.0,0.0090543255
0.0090543255,0.22058827,0.081967205,0.7090912,0.33333334,0.004580023,0.0,0.0,0.011066398
0.011066398,0.23529413,0.081967205,0.7090912,0.33333334,0.011450056,0.0,0.0,0.011066398
0.011066398,0.22058827,0.114754096,0.7090912,0.33333334,0.021379136,0.0,0.0,0.016096579
0.016096579,0.20588237,0.081967205,0.7090912,0.33333334,0.028249169,0.0,0.0,0.013078471
0.013078471,0.22058827,0.114754096,0.72727394,0.33333334,0.035119202,0.0,0.0,0.015090543
0.015090543,0.22058827,0.13114753,0.72727394,0.33333334,0.04504828,0.0,0.0,0.02112676
0.02112676,0.23529413,0.13114753,0.7090912,0.33333334,0.060326416,0.0,0.0,0.02414487
0.02414487,0.25000003,0.13114753,0.69091034,0.33333334,0.080953605,0.0,0.0,0.022132795
0.022132795,0.2647059,0.13114753,0.69091034,0.33333334,0.10692985,0.0,0.0,0.022132795
0.022132795,0.25000003,0.13114753,0.69091034,0.33333334,0.12907803,0.0,0.0,0.022132795
0.022132795,0.2647059,0.13114753,0.69091034,0.33333334,0.14970522,0.0,0.0,0.019114688
0.019114688,0.25000003,0.13114753,0.7090912,0.33333334,0.1718534,0.0,0.0,0.023138832
0.023138832,0.23529413,0.13114753,0.7090912,0.33333334,0.18561053,0.0,0.0,0.025150904
0.025150904,0.23529413,0.13114753,0.7454548,0.33333334,0.20088868,0.0,0.0,0.025150904
0.025150904,0.25000003,0.13114753,0.7454548,0.33333334,0.21464583,0.0,0.0,0.03118712
0.03118712,0.25000003,0.114754096,0.7454548,0.33333334,0.228403,0.0,0.0,0.025150904
0.025150904,0.23529413,0.114754096,0.76363754,0.33333334,0.24216014,0.0,0.0,0.022132795
0.022132795,0.25000003,0.114754096,0.76363754,0.33333334,0.2559173,0.0,0.0,0.022132795
0.022132795,0.25000003,0.114754096,0.7818184,0.33333334,0.27271643,0.0,0.0,0.015090543
0.015090543,0.23529413,0.114754096,0.7818184,0.33333334,0.28951555,0.0,0.0,0.016096579
0.016096579,0.23529413,0.114754096,0.76363754,0.33333334,0.3047937,0.0,0.0,0.011066398
0.011066398,0.22058827,0.114754096,0.76363754,0.33333334,0.3238999,0.0,0.0,0.011066398
0.011066398,0.23529413,0.09836066,0.76363754,0.33333334,0.33765706,0.0,0.0,0.012072435
0.012072435,0.22058827,0.114754096,0.7454548,0.33333334,0.34987614,0.0,0.0,0.011066398
0.011066398,0.22058827,0.114754096,0.76363754,0.33333334,0.36667526,0.0,0.0,0.012072435
0.012072435,0.22058827,0.114754096,0.7454548,0.33333334,0.38578147,0.0,0.0,0.027162977
0.027162977,0.22058827,0.114754096,0.7454548,0.33333334,0.40105963,0.0,0.0,0.028169014
0.028169014,0.22058827,0.114754096,0.7454548,0.33333334,0.41481674,0.0,0.0,0.03420523
0.03420523,0.25000003,0.13114753,0.76363754,0.33333334,0.4300949,0.0,0.0,0.033199195
0.033199195,0.25000003,0.14754099,0.76363754,0.33333334,0.44002396,0.0,0.0,0.036217302
0.036217302,0.2647059,0.16393442,0.76363754,0.33333334,0.44995305,0.0,0.0,0.026156941
0.026156941,0.2794118,0.18032786,0.72727394,0.33333334,0.46217218,0.0,0.0,0.049295772
0.049295772,0.2794118,0.21311474,0.7090912,0.33333334,0.47592932,0.0,0.0,0.052313883
